"","samplingYear","CharacteristicName","AnnualMedian","AnnualMean","AnnualCount","AnnualSD","Annuallower_ci","Annualupper_ci","site","Park"
"872","2012","Specific conductance",572.2,576.93,17,320.39,412.2,741.66,"FEBR","ROCR"
"873","2012","Temperature, water",14.7,14.91,17,5.18,12.25,17.58,"FEBR","ROCR"
"874","2013","Salinity",0.29,0.27,17,0.03,0.26,0.29,"FEBR","ROCR"
"875","2013","Specific conductance",589.6,563.47,17,63.99,530.57,596.37,"FEBR","ROCR"
"876","2013","Temperature, water",13.5,13.68,17,5.81,10.69,16.67,"FEBR","ROCR"
"877","2014","Salinity",0.36,0.44,7,0.15,0.3,0.58,"FEBR","ROCR"
"878","2014","Specific conductance",736,887.64,7,299.3,610.84,1164.45,"FEBR","ROCR"
"879","2014","Temperature, water",11.9,12.2,7,7.54,5.23,19.17,"FEBR","ROCR"
"880","2015","Salinity",0.55,0.57,7,0.08,0.5,0.64,"FEBR","ROCR"
"881","2015","Specific conductance",1101,1147.29,7,148.39,1010.05,1284.53,"FEBR","ROCR"
"882","2015","Temperature, water",11.4,12.41,7,7.36,5.61,19.22,"FEBR","ROCR"
"883","2016","Salinity",0.44,0.45,7,0.03,0.42,0.47,"FEBR","ROCR"
"884","2016","Specific conductance",882,908.49,7,45.78,866.15,950.82,"FEBR","ROCR"
"885","2016","Temperature, water",17.7,15.66,7,7.47,8.74,22.57,"FEBR","ROCR"
"886","2017","Salinity",0.54,0.54,12,0.11,0.47,0.6,"FEBR","ROCR"
"887","2017","Specific conductance",1086,1076.92,12,209.29,943.94,1209.89,"FEBR","ROCR"
"888","2017","Temperature, water",11.1,12.12,12,7.39,7.43,16.82,"FEBR","ROCR"
"889","2018","Salinity",0.44,0.45,13,NA,NA,NA,"FEBR","ROCR"
"890","2018","Specific conductance",909.5,919.83,13,NA,NA,NA,"FEBR","ROCR"
"891","2018","Temperature, water",12.35,13.85,13,NA,NA,NA,"FEBR","ROCR"
"892","2019","Salinity",0.48,0.46,8,0.12,0.36,0.57,"FEBR","ROCR"
"893","2019","Specific conductance",970.5,949.5,9,NA,NA,NA,"FEBR","ROCR"
"894","2019","Temperature, water",12.2,12.04,8,7.16,6.05,18.02,"FEBR","ROCR"
"895","2020","Salinity",0.45,0.45,7,NA,NA,NA,"FEBR","ROCR"
"896","2020","Specific conductance",913.5,904.75,7,NA,NA,NA,"FEBR","ROCR"
"897","2020","Temperature, water",11.8,11.1,7,NA,NA,NA,"FEBR","ROCR"
"898","2021","Salinity",0.42,0.42,10,0.16,0.3,0.53,"FEBR","ROCR"
"899","2021","Specific conductance",858.5,844.2,10,319.21,615.85,1072.55,"FEBR","ROCR"
"900","2021","Temperature, water",13.7,14.37,10,7.2,9.22,19.52,"FEBR","ROCR"
"901","2022","Salinity",0.48,0.52,8,0.11,0.43,0.6,"FEBR","ROCR"
"902","2022","Specific conductance",953.5,1037,8,211.56,860.13,1213.87,"FEBR","ROCR"
"903","2022","Temperature, water",11.8,10.99,8,6.54,5.52,16.46,"FEBR","ROCR"
"904","2023","Salinity",0.34,0.36,3,0.06,0.2,0.52,"FEBR","ROCR"
"905","2023","Specific conductance",694,732,3,114.82,446.78,1017.22,"FEBR","ROCR"
"906","2023","Temperature, water",9.8,11.63,3,7.42,-6.8,30.07,"FEBR","ROCR"
"907","2005","Salinity",0.31,0.41,4,0.31,-0.08,0.9,"ROCR","ROCR"
"908","2005","Specific conductance",852.5,836.23,6,473.63,339.19,1333.27,"ROCR","ROCR"
"909","2005","Temperature, water",17.5,14.55,6,7.61,6.56,22.54,"ROCR","ROCR"
"910","2006","Salinity",0.17,0.25,12,0.27,0.07,0.42,"ROCR","ROCR"
"911","2006","Specific conductance",349.45,504.32,12,536.33,163.55,845.09,"ROCR","ROCR"
"912","2006","Temperature, water",14.4,13.99,12,8.46,8.62,19.37,"ROCR","ROCR"
"913","2007","Salinity",0.22,0.21,10,0.07,0.16,0.27,"ROCR","ROCR"
"914","2007","Specific conductance",451.58,445.2,10,148.47,338.99,551.41,"ROCR","ROCR"
"915","2007","Temperature, water",13.15,13.09,10,8.59,6.95,19.24,"ROCR","ROCR"
"916","2008","Salinity",0.19,0.19,9,NA,NA,NA,"ROCR","ROCR"
"917","2008","Specific conductance",394.25,401.83,8,174.04,256.33,547.33,"ROCR","ROCR"
"918","2008","Temperature, water",17.35,15.49,8,7.53,9.2,21.79,"ROCR","ROCR"
"919","2005","Salinity",0.36,0.39,4,0.07,0.28,0.5,"BRBR","ROCR"
"920","2005","Specific conductance",724,758.25,8,99.48,675.08,841.42,"BRBR","ROCR"
"921","2005","Temperature, water",9.16,11.03,8,6.34,5.73,16.33,"BRBR","ROCR"
"922","2006","Salinity",0.32,0.41,29,0.28,0.3,0.51,"BRBR","ROCR"
"923","2006","Specific conductance",690,823.63,29,517.34,626.84,1020.41,"BRBR","ROCR"
"924","2006","Temperature, water",7.7,12.02,29,6.81,9.44,14.61,"BRBR","ROCR"
"925","2007","Salinity",0.37,0.33,25,0.09,0.29,0.36,"BRBR","ROCR"
"926","2007","Specific conductance",687.5,647.2,25,150.47,585.09,709.32,"BRBR","ROCR"
"927","2007","Temperature, water",9.9,13.44,25,7.59,10.31,16.57,"BRBR","ROCR"
"928","2008","Salinity",0.4,0.35,24,0.11,0.3,0.4,"BRBR","ROCR"
"929","2008","Specific conductance",762,700,25,228.75,605.58,794.43,"BRBR","ROCR"
"930","2008","Temperature, water",10.7,11.97,24,7.68,8.72,15.21,"BRBR","ROCR"
"931","2009","Salinity",0.38,0.35,21,0.11,0.3,0.4,"BRBR","ROCR"
"932","2009","Specific conductance",757,670.5,21,234.19,563.89,777.1,"BRBR","ROCR"
"933","2009","Temperature, water",15.5,14.4,21,6.6,11.4,17.41,"BRBR","ROCR"
"934","2010","Salinity",0.39,0.39,24,0.08,0.35,0.42,"BRBR","ROCR"
"935","2010","Specific conductance",790.5,784.86,24,160.66,717.02,852.7,"BRBR","ROCR"
"936","2010","Temperature, water",14,14.88,24,5.36,12.61,17.14,"BRBR","ROCR"
"937","2011","Salinity",0.39,0.36,26,0.11,0.32,0.41,"BRBR","ROCR"
"938","2011","Specific conductance",796,741.95,26,218.28,653.78,830.11,"BRBR","ROCR"
"939","2011","Temperature, water",13.3,15.23,26,6.94,12.43,18.04,"BRBR","ROCR"
"940","2012","Salinity",0.37,0.38,26,0.22,0.29,0.47,"BRBR","ROCR"
"941","2012","Specific conductance",756.5,767.81,26,434.49,592.32,943.31,"BRBR","ROCR"
"942","2012","Temperature, water",12.95,13.39,26,4.66,11.51,15.27,"BRBR","ROCR"
"943","2013","Salinity",0.41,0.4,25,0.03,0.38,0.41,"BRBR","ROCR"
"944","2013","Specific conductance",824,805.48,25,68.35,777.27,833.69,"BRBR","ROCR"
"945","2013","Temperature, water",14.4,13.7,25,5.67,11.36,16.04,"BRBR","ROCR"
"946","2014","Salinity",0.46,0.44,16,0.06,0.41,0.48,"BRBR","ROCR"
"947","2014","Specific conductance",920.5,905.44,16,121.69,840.59,970.28,"BRBR","ROCR"
"948","2014","Temperature, water",12.35,12.54,16,6.42,9.11,15.96,"BRBR","ROCR"
"949","2015","Salinity",0.5,0.52,16,0.07,0.49,0.56,"BRBR","ROCR"
"950","2015","Specific conductance",999.5,1040.25,16,148.2,961.28,1119.22,"BRBR","ROCR"
"951","2015","Temperature, water",13.65,13.68,16,7.03,9.93,17.43,"BRBR","ROCR"
"952","2016","Salinity",0.5,0.49,10,0.02,0.48,0.51,"BRBR","ROCR"
"953","2016","Specific conductance",999.5,995.1,10,39.55,966.81,1023.39,"BRBR","ROCR"
"954","2016","Temperature, water",17.35,17.54,10,7,12.53,22.55,"BRBR","ROCR"
"955","2017","Salinity",0.46,0.5,15,0.09,0.45,0.55,"BRBR","ROCR"
"956","2017","Specific conductance",926,1006.2,15,163.93,915.42,1096.98,"BRBR","ROCR"
"957","2017","Temperature, water",16.6,14.39,15,6.75,10.65,18.12,"BRBR","ROCR"
"958","2018","Salinity",0.39,0.41,19,0.04,0.39,0.43,"BRBR","ROCR"
"959","2018","Specific conductance",785,831.68,19,77.63,794.27,869.1,"BRBR","ROCR"
"960","2018","Temperature, water",10.1,13.92,19,6.06,11,16.84,"BRBR","ROCR"
"961","2019","Salinity",0.46,0.42,14,0.08,0.38,0.47,"BRBR","ROCR"
"962","2019","Specific conductance",926,860.86,15,NA,NA,NA,"BRBR","ROCR"
"963","2019","Temperature, water",12.5,12.81,14,7.01,8.76,16.85,"BRBR","ROCR"
"964","2020","Salinity",0.44,0.44,9,NA,NA,NA,"BRBR","ROCR"
"965","2020","Specific conductance",905.5,891.67,9,NA,NA,NA,"BRBR","ROCR"
"966","2020","Temperature, water",9.65,10.45,9,NA,NA,NA,"BRBR","ROCR"
"967","2021","Salinity",0.45,0.39,13,0.12,0.32,0.46,"BRBR","ROCR"
"968","2021","Specific conductance",912,787.15,13,234.91,645.2,929.11,"BRBR","ROCR"
"969","2021","Temperature, water",14.6,14.65,13,7.35,10.21,19.09,"BRBR","ROCR"
"970","2022","Salinity",0.43,0.45,13,0.04,0.42,0.47,"BRBR","ROCR"
"971","2022","Specific conductance",877,905.15,13,82.71,855.17,955.14,"BRBR","ROCR"
"972","2022","Temperature, water",15,13.55,13,6.5,9.63,17.48,"BRBR","ROCR"
"973","2023","Salinity",0.34,0.37,5,0.07,0.28,0.46,"BRBR","ROCR"
"974","2023","Specific conductance",685,749,5,135.3,581,917,"BRBR","ROCR"
"975","2023","Temperature, water",10.5,13.1,5,7.18,4.18,22.02,"BRBR","ROCR"
"976","2005","Salinity",0.19,0.26,5,0.14,0.09,0.43,"HOBR","MANA"
"977","2005","Specific conductance",397.8,547.9,5,285.64,193.23,902.57,"HOBR","MANA"
"978","2005","Temperature, water",6.4,9.52,5,7.28,0.49,18.55,"HOBR","MANA"
"979","2006","Salinity",0.23,0.28,15,NA,NA,NA,"HOBR","MANA"
"980","2006","Specific conductance",450.85,565.99,14,302.56,391.3,740.68,"HOBR","MANA"
"981","2006","Temperature, water",10,10.32,14,6.79,6.4,14.24,"HOBR","MANA"
"982","2007","Salinity",0.44,0.4,14,NA,NA,NA,"HOBR","MANA"
"983","2007","Specific conductance",895,796.7,12,423.9,527.37,1066.03,"HOBR","MANA"
"984","2007","Temperature, water",10.88,11.78,12,6.97,7.34,16.21,"HOBR","MANA"
"985","2008","Salinity",0.22,0.26,9,NA,NA,NA,"HOBR","MANA"
"986","2008","Specific conductance",465.2,528.25,8,295.68,281.05,775.45,"HOBR","MANA"
"987","2008","Temperature, water",12.18,11.96,8,8.68,4.7,19.22,"HOBR","MANA"
"988","2004","Specific conductance",404.4,404.4,1,NA,NA,NA,"YOBR","MANA"
"989","2005","Salinity",0.15,0.17,5,0.05,0.11,0.24,"YOBR","MANA"
"990","2005","Specific conductance",317.2,354.46,10,116.46,271.15,437.77,"YOBR","MANA"
"991","2005","Temperature, water",9.7,10.76,10,6.67,5.99,15.53,"YOBR","MANA"
"992","2006","Salinity",0.21,0.24,24,0.08,0.2,0.27,"YOBR","MANA"
"993","2006","Specific conductance",450.8,474.76,24,150.36,411.27,538.25,"YOBR","MANA"
"994","2006","Temperature, water",11.4,11,24,6.67,8.18,13.81,"YOBR","MANA"
"995","2007","Salinity",0.3,0.33,26,NA,NA,NA,"YOBR","MANA"
"996","2007","Specific conductance",643.5,673.01,25,281.48,556.82,789.2,"YOBR","MANA"
"997","2007","Temperature, water",14.4,12.79,25,7.54,9.68,15.9,"YOBR","MANA"
"998","2008","Salinity",0.2,0.26,26,0.2,0.18,0.34,"YOBR","MANA"
"999","2008","Specific conductance",445.85,487.14,26,212.88,401.16,573.12,"YOBR","MANA"
"1000","2008","Temperature, water",12.7,13.84,26,7.28,10.9,16.78,"YOBR","MANA"
"1001","2009","Salinity",0.18,0.2,22,0.06,0.17,0.23,"YOBR","MANA"
"1002","2009","Specific conductance",384.8,416.71,20,131.15,355.33,478.1,"YOBR","MANA"
"1003","2009","Temperature, water",9.8,12.85,21,7.48,9.44,16.25,"YOBR","MANA"
"1004","2010","Salinity",0.23,0.24,29,0.07,0.22,0.27,"YOBR","MANA"
"1005","2010","Specific conductance",480.1,510.53,30,155.84,452.34,568.72,"YOBR","MANA"
"1006","2010","Temperature, water",11.4,12.43,29,8.47,9.21,15.65,"YOBR","MANA"
"1007","2011","Salinity",0.24,0.23,21,0.05,0.21,0.25,"YOBR","MANA"
"1008","2011","Specific conductance",492,481.66,21,95.56,438.17,525.16,"YOBR","MANA"
"1009","2011","Temperature, water",15.3,15.92,21,4.59,13.83,18.01,"YOBR","MANA"
"1010","2012","Salinity",0.21,0.21,20,0.05,0.19,0.24,"YOBR","MANA"
"1011","2012","Specific conductance",437.3,433.1,20,111.81,380.77,485.43,"YOBR","MANA"
"1012","2012","Temperature, water",12.2,13.65,20,7.84,9.98,17.32,"YOBR","MANA"
"1013","2013","Salinity",0.25,0.24,12,0.04,0.22,0.27,"YOBR","MANA"
"1014","2013","Specific conductance",516.75,502.22,12,83.44,449.2,555.23,"YOBR","MANA"
"1015","2013","Temperature, water",10.4,10.92,12,6.96,6.5,15.34,"YOBR","MANA"
"1016","2014","Salinity",0.27,0.24,12,0.05,0.21,0.27,"YOBR","MANA"
"1017","2014","Specific conductance",559.65,504.12,12,96.1,443.07,565.18,"YOBR","MANA"
"1018","2014","Temperature, water",11.4,13.22,12,8.4,7.89,18.56,"YOBR","MANA"
"1019","2015","Salinity",0.26,0.29,7,0.06,0.23,0.34,"YOBR","MANA"
"1020","2015","Specific conductance",547.2,590.59,7,121.75,477.99,703.18,"YOBR","MANA"
"1021","2015","Temperature, water",15.7,15.44,7,7.36,8.63,22.25,"YOBR","MANA"
"1022","2016","Salinity",0.24,0.24,10,NA,NA,NA,"YOBR","MANA"
"1023","2016","Specific conductance",496.2,493.83,10,NA,NA,NA,"YOBR","MANA"
"1024","2016","Temperature, water",13.7,13.33,10,NA,NA,NA,"YOBR","MANA"
"1025","2017","Salinity",0.21,0.22,11,0.05,0.19,0.25,"YOBR","MANA"
"1026","2017","Specific conductance",433.7,453.55,11,88.91,393.81,513.28,"YOBR","MANA"
"1027","2017","Temperature, water",3.9,9.98,11,7.94,4.65,15.32,"YOBR","MANA"
"1028","2018","Salinity",0.18,0.21,12,0.08,0.16,0.26,"YOBR","MANA"
"1029","2018","Specific conductance",375.35,434.79,12,160.41,332.87,536.71,"YOBR","MANA"
"1030","2018","Temperature, water",14.9,12.53,12,10.27,6,19.05,"YOBR","MANA"
"1031","2019","Salinity",0.25,0.24,11,0.04,0.21,0.27,"YOBR","MANA"
"1032","2019","Specific conductance",519,508.56,11,87.83,449.56,567.57,"YOBR","MANA"
"1033","2019","Temperature, water",13.3,13.44,11,8.16,7.96,18.92,"YOBR","MANA"
"1034","2020","Salinity",0.14,0.13,12,NA,NA,NA,"YOBR","MANA"
"1035","2020","Specific conductance",299.7,268.3,12,NA,NA,NA,"YOBR","MANA"
"1036","2020","Temperature, water",4.8,7.48,12,NA,NA,NA,"YOBR","MANA"
"1037","2021","Salinity",0.26,0.33,12,0.13,0.25,0.41,"YOBR","MANA"
"1038","2021","Specific conductance",545,678.58,12,263.74,511.01,846.14,"YOBR","MANA"
"1039","2021","Temperature, water",12.35,12.54,12,9.39,6.58,18.51,"YOBR","MANA"
"1040","2022","Salinity",0.2,0.22,10,0.08,0.17,0.28,"YOBR","MANA"
"1041","2022","Specific conductance",426,468.11,10,151.68,359.6,576.62,"YOBR","MANA"
"1042","2022","Temperature, water",10.2,12.05,10,8.58,5.91,18.19,"YOBR","MANA"
"1043","2023","Salinity",0.17,0.17,7,0.05,0.12,0.22,"YOBR","MANA"
"1044","2023","Specific conductance",358.1,355.87,7,105.23,258.55,453.2,"YOBR","MANA"
"1045","2023","Temperature, water",18.1,15.09,7,8.78,6.97,23.2,"YOBR","MANA"
"1046","2005","Salinity",0.09,0.11,5,0.05,0.05,0.17,"DOBR","MANA"
"1047","2005","Specific conductance",179.4,231.14,8,107,141.69,320.59,"DOBR","MANA"
"1048","2005","Temperature, water",9.5,10.4,8,6.27,5.15,15.65,"DOBR","MANA"
"1049","2006","Salinity",0.11,0.14,16,0.05,0.12,0.17,"DOBR","MANA"
"1050","2006","Specific conductance",270.2,290.99,16,83.38,246.56,335.42,"DOBR","MANA"
"1051","2006","Temperature, water",12.2,12.32,16,7.35,8.41,16.24,"DOBR","MANA"
"1052","2007","Salinity",0.2,0.18,15,NA,NA,NA,"DOBR","MANA"
"1053","2007","Specific conductance",466.75,382.91,13,146.55,294.35,471.47,"DOBR","MANA"
"1054","2007","Temperature, water",9,11.99,13,8.33,6.96,17.02,"DOBR","MANA"
"1055","2008","Salinity",0.12,0.13,7,NA,NA,NA,"DOBR","MANA"
"1056","2008","Specific conductance",254.35,248.4,5,NA,NA,NA,"DOBR","MANA"
"1057","2008","Temperature, water",11.62,12.6,5,NA,NA,NA,"DOBR","MANA"
"1058","2004","Specific conductance",365.4,365.4,1,NA,NA,NA,"CHBR","MANA"
"1059","2005","Salinity",0.11,0.13,4,0.05,0.04,0.22,"CHBR","MANA"
"1060","2005","Specific conductance",234.25,273.28,4,107.42,102.34,444.21,"CHBR","MANA"
"1061","2005","Temperature, water",8.3,9.85,4,6.43,-0.39,20.09,"CHBR","MANA"
"1062","2006","Salinity",0.17,0.18,11,0.06,0.14,0.22,"CHBR","MANA"
"1063","2006","Specific conductance",352.8,386.03,11,116.99,307.43,464.62,"CHBR","MANA"
"1064","2006","Temperature, water",12.7,13.35,11,6.74,8.83,17.88,"CHBR","MANA"
"1065","2007","Salinity",0.26,0.29,17,NA,NA,NA,"CHBR","MANA"
"1066","2007","Specific conductance",572.5,633.66,13,309.01,446.93,820.39,"CHBR","MANA"
"1067","2007","Temperature, water",6.85,8.26,13,4.86,5.32,11.2,"CHBR","MANA"
"1068","2008","Salinity",0.17,0.18,7,NA,NA,NA,"CHBR","MANA"
"1069","2008","Specific conductance",351.32,368.22,5,NA,NA,NA,"CHBR","MANA"
"1070","2008","Temperature, water",12.12,12.36,5,NA,NA,NA,"CHBR","MANA"
"1071","2004","Specific conductance",308.55,308.55,2,3.04,281.23,335.87,"HARU","MONO"
"1072","2005","Salinity",0.14,0.16,4,0.04,0.09,0.22,"HARU","MONO"
"1073","2005","Specific conductance",287.45,322.62,4,85.58,186.46,458.79,"HARU","MONO"
"1074","2005","Temperature, water",16.7,15.7,4,3.36,10.36,21.04,"HARU","MONO"
"1075","2006","Salinity",0.13,0.13,11,0.03,0.12,0.15,"HARU","MONO"
"1076","2006","Specific conductance",268.9,281.07,11,48.09,248.77,313.38,"HARU","MONO"
"1077","2006","Temperature, water",11.2,12.69,11,7.21,7.84,17.54,"HARU","MONO"
"1078","2007","Salinity",0.11,0.11,15,NA,NA,NA,"HARU","MONO"
"1079","2007","Specific conductance",249.2,230.74,9,38.9,200.84,260.64,"HARU","MONO"
"1080","2007","Temperature, water",4.1,8.09,8,7.57,1.76,14.41,"HARU","MONO"
"1081","2008","Salinity",0.14,0.15,9,NA,NA,NA,"HARU","MONO"
"1082","2008","Specific conductance",298.65,303.9,9,NA,NA,NA,"HARU","MONO"
"1083","2008","Temperature, water",14.6,13.89,9,NA,NA,NA,"HARU","MONO"
"1084","2004","Specific conductance",41.3,41.3,2,0,41.3,41.3,"NOBR","PRWI"
"1085","2005","Salinity",0.03,0.16,6,0.32,-0.17,0.49,"NOBR","PRWI"
"1086","2005","Specific conductance",51.1,42.88,5,17.71,20.89,64.87,"NOBR","PRWI"
"1087","2005","Temperature, water",12.4,10.08,5,9.05,-1.16,21.32,"NOBR","PRWI"
"1088","2006","Salinity",0.02,0.02,13,0.01,0.01,0.03,"NOBR","PRWI"
"1089","2006","Specific conductance",42.7,43.49,14,6.07,39.98,46.99,"NOBR","PRWI"
"1090","2006","Temperature, water",13.9,12.37,13,6.63,8.36,16.38,"NOBR","PRWI"
"1091","2007","Salinity",0.03,0.02,18,0.01,0.01,0.02,"NOBR","PRWI"
"1092","2007","Specific conductance",52.47,52.19,18,7.89,48.26,56.11,"NOBR","PRWI"
"1093","2007","Temperature, water",15.53,13.04,18,5.63,10.24,15.84,"NOBR","PRWI"
"1094","2008","Salinity",0.03,0.03,9,0,0.02,0.03,"NOBR","PRWI"
"1095","2008","Specific conductance",49.6,48.88,9,5.51,44.64,53.11,"NOBR","PRWI"
"1096","2008","Temperature, water",17,15.39,9,6.59,10.33,20.46,"NOBR","PRWI"
"1097","2009","Salinity",0.02,0.02,2,NA,NA,NA,"NOBR","PRWI"
"1098","2009","Specific conductance",45.2,45.2,1,NA,NA,NA,"NOBR","PRWI"
"1099","2009","Temperature, water",6.8,6.8,1,NA,NA,NA,"NOBR","PRWI"
"1100","2011","Specific conductance",39.3,39.3,1,NA,NA,NA,"NOBR","PRWI"
"1101","2005","Salinity",0.23,0.49,3,0.49,-0.73,1.71,"PHBR","ROCR"
"1102","2005","Specific conductance",486.1,793.32,5,738.1,-123.15,1709.79,"PHBR","ROCR"
"1103","2005","Temperature, water",10.1,9.84,5,5.45,3.07,16.61,"PHBR","ROCR"
"1104","2006","Salinity",0.2,0.25,25,0.14,0.19,0.31,"PHBR","ROCR"
"1105","2006","Specific conductance",452.9,527.14,25,285.13,409.45,644.84,"PHBR","ROCR"
"1106","2006","Temperature, water",11.1,12.65,25,6.41,10,15.29,"PHBR","ROCR"
"1107","2007","Salinity",0.2,0.23,26,NA,NA,NA,"PHBR","ROCR"
"1108","2007","Specific conductance",428.7,395.48,19,87.88,353.12,437.83,"PHBR","ROCR"
"1109","2007","Temperature, water",9.5,11.34,24,7.86,8.02,14.66,"PHBR","ROCR"
"1110","2008","Salinity",0.2,0.21,30,NA,NA,NA,"PHBR","ROCR"
"1111","2008","Specific conductance",426.1,439.66,30,148.8,384.1,495.23,"PHBR","ROCR"
"1112","2008","Temperature, water",12.6,12.32,29,6.53,9.84,14.81,"PHBR","ROCR"
"1113","2009","Salinity",0.18,0.19,19,0.09,0.14,0.23,"PHBR","ROCR"
"1114","2009","Specific conductance",346.1,328.29,15,108.05,268.46,388.13,"PHBR","ROCR"
"1115","2009","Temperature, water",14.2,13.27,18,6.43,10.08,16.47,"PHBR","ROCR"
"1116","2010","Salinity",0.23,0.23,26,0.05,0.21,0.25,"PHBR","ROCR"
"1117","2010","Specific conductance",469,468.92,26,94.83,430.61,507.22,"PHBR","ROCR"
"1118","2010","Temperature, water",12.7,13.8,26,5.88,11.43,16.18,"PHBR","ROCR"
"1119","2011","Salinity",0.23,0.23,23,0.09,0.19,0.27,"PHBR","ROCR"
"1120","2011","Specific conductance",468.4,487.43,23,159.79,418.34,556.53,"PHBR","ROCR"
"1121","2011","Temperature, water",12.1,11.81,23,6.62,8.95,14.67,"PHBR","ROCR"
"1122","2012","Salinity",0.22,0.36,17,0.5,0.11,0.62,"PHBR","ROCR"
"1123","2012","Specific conductance",452.2,724.28,17,947.26,237.25,1211.32,"PHBR","ROCR"
"1124","2012","Temperature, water",12.3,12.89,17,6.07,9.78,16.01,"PHBR","ROCR"
"1125","2013","Salinity",0.24,0.26,16,0.08,0.21,0.3,"PHBR","ROCR"
"1126","2013","Specific conductance",492.85,532.28,16,162.9,445.47,619.08,"PHBR","ROCR"
"1127","2013","Temperature, water",13.35,12.61,16,5.85,9.5,15.73,"PHBR","ROCR"
"1128","2014","Salinity",0.23,0.3,8,0.14,0.18,0.42,"PHBR","ROCR"
"1129","2014","Specific conductance",489.35,624.11,8,285.43,385.49,862.74,"PHBR","ROCR"
"1130","2014","Temperature, water",11.8,11.53,8,7.37,5.36,17.69,"PHBR","ROCR"
"1131","2015","Salinity",0.28,0.35,7,0.15,0.21,0.48,"PHBR","ROCR"
"1132","2015","Specific conductance",575.8,722.81,7,298.17,447.05,998.57,"PHBR","ROCR"
"1133","2015","Temperature, water",13.2,12.56,7,7.91,5.24,19.87,"PHBR","ROCR"
"1134","2016","Salinity",0.21,0.24,7,0.05,0.19,0.29,"PHBR","ROCR"
"1135","2016","Specific conductance",431.7,502.27,7,105.43,404.77,599.77,"PHBR","ROCR"
"1136","2016","Temperature, water",17.7,16.04,7,7.69,8.93,23.15,"PHBR","ROCR"
"1137","2017","Salinity",0.36,0.35,12,0.12,0.27,0.42,"PHBR","ROCR"
"1138","2017","Specific conductance",745.5,706.04,12,245.72,549.92,862.16,"PHBR","ROCR"
"1139","2017","Temperature, water",10.8,11.79,12,8.02,6.7,16.89,"PHBR","ROCR"
"1140","2018","Salinity",0.24,0.27,9,NA,NA,NA,"PHBR","ROCR"
"1141","2018","Specific conductance",499.9,564.27,9,NA,NA,NA,"PHBR","ROCR"
"1142","2018","Temperature, water",8.5,10.6,9,NA,NA,NA,"PHBR","ROCR"
"1143","2019","Salinity",0.23,0.23,8,NA,NA,NA,"PHBR","ROCR"
"1144","2019","Specific conductance",479.65,481.08,9,NA,NA,NA,"PHBR","ROCR"
"1145","2019","Temperature, water",8.6,8.6,8,NA,NA,NA,"PHBR","ROCR"
"1146","2020","Salinity",0.29,0.28,8,NA,NA,NA,"PHBR","ROCR"
"1147","2020","Specific conductance",590,575.6,8,NA,NA,NA,"PHBR","ROCR"
"1148","2020","Temperature, water",7.4,7.46,8,NA,NA,NA,"PHBR","ROCR"
"1149","2021","Salinity",0.28,0.27,12,0.09,0.21,0.32,"PHBR","ROCR"
"1150","2021","Specific conductance",579,551.06,12,178.48,437.66,664.46,"PHBR","ROCR"
"1151","2021","Temperature, water",13.25,12.89,12,7.32,8.24,17.54,"PHBR","ROCR"
"1152","2022","Salinity",0.29,0.29,12,0.06,0.26,0.33,"PHBR","ROCR"
"1153","2022","Specific conductance",586,599.68,12,112.85,527.97,671.38,"PHBR","ROCR"
"1154","2022","Temperature, water",12.9,11.66,12,6.57,7.49,15.83,"PHBR","ROCR"
"1155","2023","Salinity",0.2,0.22,4,0.05,0.14,0.3,"PHBR","ROCR"
"1156","2023","Specific conductance",424.2,458.98,4,99.31,300.94,617.01,"PHBR","ROCR"
"1157","2023","Temperature, water",7.05,9.5,4,6.93,-1.53,20.53,"PHBR","ROCR"
"1158","2005","Salinity",0.32,0.33,3,0.04,0.23,0.44,"PYBR","ROCR"
"1159","2005","Specific conductance",653,689.67,3,89.8,466.59,912.75,"PYBR","ROCR"
"1160","2005","Temperature, water",10.2,10.47,3,8.5,-10.66,31.59,"PYBR","ROCR"
"1161","2006","Salinity",0.29,0.29,22,0.09,0.25,0.33,"PYBR","ROCR"
"1162","2006","Specific conductance",574,597.2,22,210.29,503.96,690.43,"PYBR","ROCR"
"1163","2006","Temperature, water",15.2,13.76,22,7.78,10.32,17.21,"PYBR","ROCR"
"1164","2007","Salinity",0.3,0.29,23,0.04,0.27,0.3,"PYBR","ROCR"
"1165","2007","Specific conductance",588,582.27,21,100.76,536.4,628.14,"PYBR","ROCR"
"1166","2007","Temperature, water",11.1,14.13,23,8.07,10.64,17.62,"PYBR","ROCR"
"1167","2008","Salinity",0.3,0.28,18,0.08,0.24,0.31,"PYBR","ROCR"
"1168","2008","Specific conductance",635.25,576.64,18,162.21,495.98,657.3,"PYBR","ROCR"
"1169","2008","Temperature, water",9.62,11.41,18,8.3,7.28,15.54,"PYBR","ROCR"
"1170","2009","Salinity",0.31,0.28,16,0.08,0.23,0.32,"PYBR","ROCR"
"1171","2009","Specific conductance",633,573.59,16,172.85,481.49,665.7,"PYBR","ROCR"
"1172","2009","Temperature, water",17.7,15.62,16,7.48,11.64,19.61,"PYBR","ROCR"
"1173","2010","Salinity",0.32,0.32,12,0.04,0.29,0.34,"PYBR","ROCR"
"1174","2010","Specific conductance",654.5,650.13,12,72.83,603.86,696.41,"PYBR","ROCR"
"1175","2010","Temperature, water",15,15.55,12,6.38,11.49,19.61,"PYBR","ROCR"
